id_transacao,cidade,tipo_consumidor,genero,linha_de_produto,preco_unitario,quantidade,imposto,total,data,hora,metodo_pagamento,total_sem_imposto,percentual_lucro_por_venda,avaliacao_cliente
442-48-3607,Florianópolis,Membro,Masculino,Comidas e bebidas,"23,48",2,"2,348","49,308",14/03/2019,11:21:00,Cartão de crédito,"46,96","4,761904762","7,9"
835-16-0096,Palhoça,Membro,Masculino,Esportes e viagem,"14,7",5,"3,675","77,175",24/03/2019,13:48:00,Virtual,"73,5","4,761904762","8,5"
527-09-6272,Florianópolis,Membro,Feminino,Acessórios eletrônicos,"28,45",5,"7,1125","149,3625",21/03/2019,10:17:00,Cartão de crédito,"142,25","4,761904762","9,1"
898-04-2717,Florianópolis,Normal,Masculino,Acessórios de moda,"76,4",9,"34,38","721,98",19/03/2019,15:49:00,Virtual,"687,6","4,761904762","7,5"
692-27-8933,São José,Normal,Feminino,Esportes e viagem,"57,95",6,"17,385","365,085",24/02/2019,13:02:00,Dinheiro,"347,7","4,761904762","5,2"
633-09-3463,Palhoça,Normal,Feminino,Acessórios eletrônicos,"47,65",3,"7,1475","150,0975",28/03/2019,12:58:00,Cartão de crédito,"142,95","4,761904762","9,5"
374-17-3652,São José,Membro,Feminino,Comidas e bebidas,"42,82",9,"19,269","404,649",02/05/2019,15:26:00,Cartão de crédito,"385,38","4,761904762","8,9"
378-07-7001,São José,Membro,Masculino,Acessórios eletrônicos,"48,09",3,"7,2135","151,4835",02/10/2019,18:23:00,Cartão de crédito,"144,27","4,761904762","7,8"
433-75-6987,São José,Membro,Feminino,Saúde e beleza,"55,97",7,"19,5895","411,3795",03/05/2019,19:06:00,Virtual,"391,79","4,761904762","8,9"
873-95-4984,São José,Membro,Feminino,Saúde e beleza,"76,9",7,"26,915","565,215",15/02/2019,20:21:00,Dinheiro,"538,3","4,761904762","7,7"
416-13-5917,Palhoça,Normal,Feminino,Comidas e bebidas,"97,03",5,"24,2575","509,4075",30/01/2019,16:24:00,Virtual,"485,15","4,761904762","9,3"
150-89-8043,Florianópolis,Normal,Masculino,Esportes e viagem,"44,65",3,"6,6975","140,6475",14/02/2019,15:04:00,Dinheiro,"133,95","4,761904762","6,2"
135-84-8019,Florianópolis,Normal,Feminino,Acessórios de moda,"77,93",9,"35,0685","736,4385",27/02/2019,16:10:00,Virtual,"701,37","4,761904762","7,6"
441-94-7118,Florianópolis,Membro,Masculino,Acessórios eletrônicos,"71,95",1,"3,5975","75,5475",02/04/2019,12:14:00,Dinheiro,"71,95","4,761904762","7,3"
725-96-3778,Palhoça,Membro,Feminino,Casa e estilo,"89,25",8,"35,7","749,7",20/01/2019,10:13:00,Dinheiro,714,"4,761904762","4,7"
531-80-1784,Florianópolis,Normal,Masculino,Acessórios eletrônicos,"26,02",7,"9,107","191,247",28/03/2019,17:38:00,Dinheiro,"182,14","4,761904762","5,1"
400-45-1220,São José,Normal,Feminino,Saúde e beleza,"13,5",10,"6,75","141,75",27/02/2019,11:06:00,Cartão de crédito,135,"4,761904762","4,8"
860-79-0874,Palhoça,Membro,Feminino,Acessórios de moda,"99,3",10,"49,65","1042,65",15/02/2019,14:53:00,Cartão de crédito,993,"4,761904762","6,6"
834-61-8124,Florianópolis,Normal,Masculino,Acessórios eletrônicos,"51,69",7,"18,0915","379,9215",26/01/2019,18:22:00,Dinheiro,"361,83","4,761904762","5,5"
115-99-4379,São José,Membro,Feminino,Acessórios de moda,"54,73",7,"19,1555","402,2655",14/03/2019,19:02:00,Cartão de crédito,"383,11","4,761904762","8,5"
565-67-6697,São José,Membro,Masculino,Casa e estilo,27,9,"12,15","255,15",03/02/2019,14:16:00,Dinheiro,243,"4,761904762","4,8"
320-49-6392,Palhoça,Normal,Feminino,Acessórios eletrônicos,"30,24",1,"1,512","31,752",03/04/2019,15:44:00,Dinheiro,"30,24","4,761904762","8,4"
889-04-9723,São José,Membro,Feminino,Comidas e bebidas,"89,14",4,"17,828","374,388",01/07/2019,12:20:00,Cartão de crédito,"356,56","4,761904762","7,8"
632-90-0281,Palhoça,Normal,Feminino,Acessórios de moda,"37,55",10,"18,775","394,275",03/08/2019,20:01:00,Cartão de crédito,"375,5","4,761904762","9,3"
554-42-2417,Palhoça,Normal,Feminino,Esportes e viagem,"95,44",10,"47,72","1002,12",01/09/2019,13:45:00,Dinheiro,"954,4","4,761904762","5,2"
453-63-6187,São José,Normal,Masculino,Acessórios eletrônicos,"27,5",3,"4,125","86,625",03/01/2019,15:40:00,Virtual,"82,5","4,761904762","6,5"
578-80-7669,São José,Normal,Masculino,Esportes e viagem,"74,97",1,"3,7485","78,7185",16/03/2019,16:58:00,Dinheiro,"74,97","4,761904762","5,6"
612-36-5536,Florianópolis,Membro,Masculino,Comidas e bebidas,"80,96",8,"32,384","680,064",17/02/2019,11:12:00,Cartão de crédito,"647,68","4,761904762","7,4"
605-72-4132,Palhoça,Normal,Feminino,Comidas e bebidas,"94,47",8,"37,788","793,548",27/02/2019,15:12:00,Dinheiro,"755,76","4,761904762","9,1"
471-41-2823,Palhoça,Normal,Masculino,Comidas e bebidas,"99,79",2,"9,979","209,559",03/07/2019,20:37:00,Virtual,"199,58","4,761904762",8
462-67-9126,Florianópolis,Normal,Masculino,Casa e estilo,"73,22",6,"21,966","461,286",21/01/2019,17:44:00,Dinheiro,"439,32","4,761904762","7,2"
272-27-9238,Palhoça,Normal,Feminino,Comidas e bebidas,"41,24",4,"8,248","173,208",19/02/2019,16:23:00,Dinheiro,"164,96","4,761904762","7,1"
834-25-9262,Palhoça,Normal,Feminino,Acessórios de moda,"81,68",4,"16,336","343,056",01/06/2019,12:12:00,Dinheiro,"326,72","4,761904762","9,1"
122-61-9553,Palhoça,Normal,Feminino,Acessórios eletrônicos,"51,32",9,"23,094","484,974",14/03/2019,19:33:00,Dinheiro,"461,88","4,761904762","5,6"
468-88-0009,Florianópolis,Membro,Masculino,Casa e estilo,"65,94",4,"13,188","276,948",24/03/2019,10:29:00,Dinheiro,"263,76","4,761904762",6
613-59-9758,Palhoça,Normal,Feminino,Esportes e viagem,"14,36",10,"7,18","150,78",27/01/2019,14:28:00,Dinheiro,"143,6","4,761904762","5,4"
254-31-0042,Florianópolis,Membro,Masculino,Acessórios eletrônicos,"21,5",9,"9,675","203,175",03/06/2019,12:46:00,Cartão de crédito,"193,5","4,761904762","7,8"
201-86-2184,São José,Membro,Feminino,Acessórios eletrônicos,"26,26",7,"9,191","193,011",02/02/2019,19:40:00,Dinheiro,"183,82","4,761904762","9,9"
261-12-8671,São José,Normal,Feminino,Acessórios de moda,"60,96",2,"6,096","128,016",25/01/2019,19:39:00,Cartão de crédito,"121,92","4,761904762","4,9"
730-70-9830,Palhoça,Normal,Feminino,Casa e estilo,"70,11",6,"21,033","441,693",14/03/2019,17:54:00,Virtual,"420,66","4,761904762","5,2"
382-25-8917,Palhoça,Normal,Masculino,Acessórios de moda,"42,08",6,"12,624","265,104",29/01/2019,12:25:00,Dinheiro,"252,48","4,761904762","8,9"
422-29-8786,Florianópolis,Normal,Feminino,Casa e estilo,"67,09",5,"16,7725","352,2225",01/03/2019,16:47:00,Cartão de crédito,"335,45","4,761904762","9,1"
667-23-5919,Florianópolis,Membro,Feminino,Acessórios de moda,"96,7",5,"24,175","507,675",14/01/2019,12:52:00,Virtual,"483,5","4,761904762",7
843-01-4703,São José,Membro,Feminino,Casa e estilo,"35,38",9,"15,921","334,341",01/05/2019,19:50:00,Cartão de crédito,"318,42","4,761904762","9,6"
743-88-1662,Palhoça,Normal,Masculino,Esportes e viagem,"95,49",7,"33,4215","701,8515",22/02/2019,18:17:00,Virtual,"668,43","4,761904762","8,7"
595-86-2894,Palhoça,Membro,Masculino,Acessórios de moda,"96,98",4,"19,396","407,316",02/06/2019,17:20:00,Virtual,"387,92","4,761904762","9,4"
182-69-8360,São José,Normal,Feminino,Acessórios eletrônicos,"23,65",4,"4,73","99,33",30/01/2019,13:32:00,Cartão de crédito,"94,6","4,761904762",4
289-15-7034,Florianópolis,Membro,Masculino,Esportes e viagem,"82,33",4,"16,466","345,786",01/11/2019,10:37:00,Cartão de crédito,"329,32","4,761904762","7,5"
462-78-5240,Palhoça,Normal,Feminino,Acessórios eletrônicos,"26,61",2,"2,661","55,881",19/03/2019,14:35:00,Dinheiro,"53,22","4,761904762","4,2"
868-52-7573,São José,Normal,Feminino,Comidas e bebidas,"99,69",5,"24,9225","523,3725",14/01/2019,12:09:00,Dinheiro,"498,45","4,761904762","9,9"
153-58-4872,Palhoça,Membro,Feminino,Comidas e bebidas,"74,89",4,"14,978","314,538",03/01/2019,15:32:00,Virtual,"299,56","4,761904762","4,2"
662-72-2873,Florianópolis,Normal,Feminino,Comidas e bebidas,"40,94",5,"10,235","214,935",01/06/2019,13:58:00,Virtual,"204,7","4,761904762","9,9"
525-88-7307,São José,Membro,Masculino,Esportes e viagem,"75,82",1,"3,791","79,611",31/01/2019,13:19:00,Dinheiro,"75,82","4,761904762","5,8"
689-16-9784,Palhoça,Normal,Masculino,Comidas e bebidas,"46,77",6,"14,031","294,651",03/11/2019,13:37:00,Dinheiro,"280,62","4,761904762",6
725-56-0833,Florianópolis,Normal,Feminino,Saúde e beleza,"32,32",10,"16,16","339,36",20/02/2019,16:49:00,Cartão de crédito,"323,2","4,761904762",10
394-41-0748,Palhoça,Membro,Feminino,Acessórios de moda,"54,07",9,"24,3315","510,9615",27/01/2019,14:55:00,Virtual,"486,63","4,761904762","9,5"
596-42-3999,São José,Normal,Masculino,Comidas e bebidas,"18,22",7,"6,377","133,917",03/10/2019,14:04:00,Cartão de crédito,"127,54","4,761904762","6,6"
541-89-9860,Palhoça,Membro,Feminino,Acessórios de moda,"80,48",3,"12,072","253,512",15/02/2019,12:31:00,Dinheiro,"241,44","4,761904762","8,1"
173-82-9529,São José,Normal,Feminino,Acessórios de moda,"37,95",10,"18,975","398,475",26/01/2019,14:51:00,Dinheiro,"379,5","4,761904762","9,7"
563-36-9814,Florianópolis,Membro,Masculino,Acessórios eletrônicos,"76,82",1,"3,841","80,661",13/02/2019,18:27:00,Virtual,"76,82","4,761904762","7,2"
308-47-4913,Florianópolis,Membro,Feminino,Esportes e viagem,"52,26",10,"26,13","548,73",03/09/2019,12:45:00,Cartão de crédito,"522,6","4,761904762","6,2"
885-17-6250,Florianópolis,Normal,Feminino,Saúde e beleza,"79,74",1,"3,987","83,727",03/06/2019,10:36:00,Virtual,"79,74","4,761904762","7,3"
726-27-2396,Florianópolis,Normal,Feminino,Saúde e beleza,"77,5",5,"19,375","406,875",24/01/2019,20:36:00,Virtual,"387,5","4,761904762","4,3"
316-01-3952,Florianópolis,Normal,Feminino,Comidas e bebidas,"54,27",5,"13,5675","284,9175",13/03/2019,14:16:00,Virtual,"271,35","4,761904762","4,6"
760-54-1821,São José,Normal,Masculino,Casa e estilo,"13,59",9,"6,1155","128,4255",15/03/2019,10:26:00,Dinheiro,"122,31","4,761904762","5,8"
793-10-3222,São José,Membro,Feminino,Saúde e beleza,"41,06",6,"12,318","258,678",03/05/2019,13:30:00,Cartão de crédito,"246,36","4,761904762","8,3"
346-12-3257,São José,Membro,Masculino,Acessórios eletrônicos,"19,24",9,"8,658","181,818",03/04/2019,16:28:00,Dinheiro,"173,16","4,761904762",8
110-05-6330,Palhoça,Normal,Feminino,Comidas e bebidas,"39,43",6,"11,829","248,409",25/03/2019,20:18:00,Cartão de crédito,"236,58","4,761904762","9,4"
651-61-0874,Palhoça,Normal,Masculino,Casa e estilo,"46,22",4,"9,244","194,124",03/12/2019,20:04:00,Cartão de crédito,"184,88","4,761904762","6,2"
236-86-3015,Palhoça,Membro,Masculino,Casa e estilo,"13,98",1,"0,699","14,679",02/04/2019,13:38:00,Virtual,"13,98","4,761904762","9,8"
831-64-0259,São José,Normal,Feminino,Acessórios de moda,"39,75",5,"9,9375","208,6875",22/02/2019,10:43:00,Virtual,"198,75","4,761904762","9,6"
587-03-7455,Palhoça,Membro,Feminino,Acessórios de moda,"97,79",7,"34,2265","718,7565",16/02/2019,17:30:00,Virtual,"684,53","4,761904762","4,9"
882-40-4577,Florianópolis,Membro,Masculino,Esportes e viagem,"67,26",4,"13,452","282,492",19/01/2019,15:28:00,Cartão de crédito,"269,04","4,761904762",8
732-67-5346,Florianópolis,Normal,Masculino,Comidas e bebidas,"13,79",5,"3,4475","72,3975",01/11/2019,19:07:00,Cartão de crédito,"68,95","4,761904762","7,8"
725-32-9708,São José,Membro,Feminino,Acessórios de moda,"68,71",4,"13,742","288,582",01/04/2019,19:01:00,Dinheiro,"274,84","4,761904762","4,1"
256-08-8343,Florianópolis,Normal,Feminino,Casa e estilo,"56,53",4,"11,306","237,426",03/04/2019,19:48:00,Virtual,"226,12","4,761904762","5,5"
372-26-1506,Palhoça,Normal,Feminino,Acessórios de moda,"23,82",5,"5,955","125,055",28/01/2019,19:24:00,Virtual,"119,1","4,761904762","5,4"
244-08-0162,São José,Normal,Feminino,Saúde e beleza,"34,21",10,"17,105","359,205",01/02/2019,13:00:00,Dinheiro,"342,1","4,761904762","5,1"
569-71-4390,São José,Normal,Masculino,Esportes e viagem,"21,87",2,"2,187","45,927",25/01/2019,14:29:00,Virtual,"43,74","4,761904762","6,9"
132-23-6451,Florianópolis,Membro,Masculino,Saúde e beleza,"20,97",5,"5,2425","110,0925",01/04/2019,13:21:00,Dinheiro,"104,85","4,761904762","7,8"
696-90-2548,Florianópolis,Normal,Masculino,Esportes e viagem,"25,84",3,"3,876","81,396",03/10/2019,18:55:00,Virtual,"77,52","4,761904762","6,6"
472-15-9636,Florianópolis,Normal,Masculino,Casa e estilo,"50,93",8,"20,372","427,812",22/03/2019,19:36:00,Virtual,"407,44","4,761904762","9,2"
268-03-6164,São José,Normal,Masculino,Saúde e beleza,"96,11",1,"4,8055","100,9155",25/01/2019,16:28:00,Virtual,"96,11","4,761904762","7,8"
750-57-9686,Palhoça,Normal,Feminino,Casa e estilo,"45,38",4,"9,076","190,596",01/08/2019,13:48:00,Cartão de crédito,"181,52","4,761904762","8,7"
186-09-3669,Palhoça,Membro,Feminino,Saúde e beleza,"81,51",1,"4,0755","85,5855",22/01/2019,10:57:00,Virtual,"81,51","4,761904762","9,2"
848-07-1692,São José,Normal,Feminino,Saúde e beleza,"57,22",2,"5,722","120,162",01/12/2019,17:13:00,Virtual,"114,44","4,761904762","8,3"
745-71-3520,Florianópolis,Membro,Feminino,Acessórios eletrônicos,"25,22",7,"8,827","185,367",02/04/2019,10:23:00,Dinheiro,"176,54","4,761904762","8,2"
266-76-6436,Palhoça,Membro,Feminino,Comidas e bebidas,"38,6",3,"5,79","121,59",28/03/2019,13:57:00,Virtual,"115,8","4,761904762","7,5"
740-22-2500,Palhoça,Normal,Feminino,Acessórios eletrônicos,"84,05",3,"12,6075","264,7575",23/01/2019,13:29:00,Dinheiro,"252,15","4,761904762","9,8"
271-88-8734,Palhoça,Membro,Feminino,Acessórios de moda,"97,21",10,"48,605","1020,705",02/08/2019,13:00:00,Cartão de crédito,"972,1","4,761904762","8,7"
301-81-8610,São José,Membro,Masculino,Acessórios de moda,"25,42",8,"10,168","213,528",19/03/2019,19:42:00,Cartão de crédito,"203,36","4,761904762","6,7"
489-64-4354,Palhoça,Normal,Masculino,Acessórios de moda,"16,28",1,"0,814","17,094",03/09/2019,15:36:00,Dinheiro,"16,28","4,761904762",5
198-84-7132,São José,Membro,Masculino,Acessórios de moda,"40,61",9,"18,2745","383,7645",01/02/2019,13:40:00,Dinheiro,"365,49","4,761904762",7
269-10-8440,Florianópolis,Membro,Masculino,Saúde e beleza,"53,17",7,"18,6095","390,7995",21/01/2019,18:01:00,Dinheiro,"372,19","4,761904762","8,9"
650-98-6268,São José,Membro,Feminino,Comidas e bebidas,"20,87",3,"3,1305","65,7405",20/03/2019,13:53:00,Cartão de crédito,"62,61","4,761904762",8
741-73-3559,São José,Normal,Masculino,Esportes e viagem,"67,27",5,"16,8175","353,1675",27/02/2019,17:27:00,Dinheiro,"336,35","4,761904762","6,9"
325-77-6186,Florianópolis,Membro,Feminino,Casa e estilo,"90,65",10,"45,325","951,825",03/08/2019,10:53:00,Virtual,"906,5","4,761904762","7,3"
286-75-7818,São José,Normal,Masculino,Acessórios de moda,"69,08",2,"6,908","145,068",31/01/2019,19:48:00,Cartão de crédito,"138,16","4,761904762","6,9"
574-57-9721,Palhoça,Normal,Masculino,Comidas e bebidas,"43,27",2,"4,327","90,867",03/08/2019,16:53:00,Virtual,"86,54","4,761904762","5,7"
459-50-7686,Florianópolis,Normal,Feminino,Acessórios eletrônicos,"23,46",6,"7,038","147,798",13/01/2019,19:14:00,Virtual,"140,76","4,761904762","6,4"
616-87-0016,São José,Normal,Masculino,Acessórios de moda,"95,54",7,"33,439","702,219",03/09/2019,14:36:00,Cartão de crédito,"668,78","4,761904762","9,6"
837-55-7229,São José,Normal,Feminino,Acessórios de moda,"47,44",1,"2,372","49,812",22/02/2019,18:19:00,Cartão de crédito,"47,44","4,761904762","6,8"
751-69-0068,Palhoça,Normal,Masculino,Esportes e viagem,"99,24",9,"44,658","937,818",19/03/2019,19:09:00,Virtual,"893,16","4,761904762",9
257-73-1380,Palhoça,Membro,Masculino,Esportes e viagem,"82,93",4,"16,586","348,306",20/01/2019,16:51:00,Virtual,"331,72","4,761904762","9,6"
345-08-4992,Florianópolis,Normal,Masculino,Casa e estilo,"33,99",6,"10,197","214,137",03/08/2019,15:37:00,Cartão de crédito,"203,94","4,761904762","7,7"
549-96-4200,Palhoça,Membro,Masculino,Comidas e bebidas,"17,04",4,"3,408","71,568",03/08/2019,20:15:00,Virtual,"68,16","4,761904762",7
810-60-6344,Palhoça,Normal,Feminino,Acessórios eletrônicos,"40,86",8,"16,344","343,224",02/07/2019,14:38:00,Cartão de crédito,"326,88","4,761904762","6,5"
450-28-2866,Palhoça,Membro,Masculino,Comidas e bebidas,"17,44",5,"4,36","91,56",15/01/2019,19:25:00,Dinheiro,"87,2","4,761904762","8,1"
394-30-3170,São José,Membro,Feminino,Esportes e viagem,"88,43",8,"35,372","742,812",22/03/2019,19:35:00,Cartão de crédito,"707,44","4,761904762","4,3"
138-17-5109,Florianópolis,Membro,Feminino,Casa e estilo,"89,21",9,"40,1445","843,0345",15/01/2019,15:42:00,Cartão de crédito,"802,89","4,761904762","6,5"
192-98-7397,Palhoça,Normal,Masculino,Acessórios de moda,"12,78",1,"0,639","13,419",01/08/2019,14:11:00,Virtual,"12,78","4,761904762","9,5"
301-11-9629,Florianópolis,Normal,Feminino,Esportes e viagem,"19,1",7,"6,685","140,385",15/01/2019,10:43:00,Dinheiro,"133,7","4,761904762","9,7"
390-80-5128,São José,Membro,Feminino,Saúde e beleza,"19,15",1,"0,9575","20,1075",28/01/2019,17:58:00,Cartão de crédito,"19,15","4,761904762","9,5"
235-46-8343,Palhoça,Membro,Masculino,Comidas e bebidas,"27,66",10,"13,83","290,43",14/02/2019,11:26:00,Cartão de crédito,"276,6","4,761904762","8,9"
453-12-7053,Palhoça,Normal,Masculino,Acessórios de moda,"45,74",3,"6,861","144,081",03/10/2019,17:38:00,Cartão de crédito,"137,22","4,761904762","6,5"
296-11-7041,São José,Membro,Feminino,Saúde e beleza,"27,07",1,"1,3535","28,4235",01/12/2019,20:07:00,Cartão de crédito,"27,07","4,761904762","5,3"
449-27-2918,São José,Membro,Feminino,Esportes e viagem,"39,12",1,"1,956","41,076",26/03/2019,11:02:00,Cartão de crédito,"39,12","4,761904762","9,6"
891-01-7034,São José,Normal,Feminino,Acessórios eletrônicos,"74,71",6,"22,413","470,673",01/01/2019,19:07:00,Dinheiro,"448,26","4,761904762","6,7"
744-09-5786,São José,Normal,Masculino,Acessórios eletrônicos,"22,01",6,"6,603","138,663",01/02/2019,18:50:00,Dinheiro,"132,06","4,761904762","7,6"
727-17-0390,Florianópolis,Normal,Feminino,Comidas e bebidas,"63,61",5,"15,9025","333,9525",16/03/2019,12:43:00,Virtual,"318,05","4,761904762","4,8"
568-88-3448,Florianópolis,Normal,Masculino,Saúde e beleza,25,1,"1,25","26,25",03/03/2019,15:09:00,Virtual,25,"4,761904762","5,5"
187-83-5490,Florianópolis,Membro,Masculino,Acessórios eletrônicos,"20,77",4,"4,154","87,234",31/01/2019,13:47:00,Dinheiro,"83,08","4,761904762","4,7"
767-54-1907,São José,Membro,Feminino,Acessórios de moda,"29,56",5,"7,39","155,19",13/02/2019,16:59:00,Dinheiro,"147,8","4,761904762","6,9"
710-46-4433,São José,Membro,Feminino,Comidas e bebidas,"77,4",9,"34,83","731,43",15/02/2019,14:15:00,Cartão de crédito,"696,6","4,761904762","4,5"
533-33-5337,São José,Normal,Masculino,Acessórios eletrônicos,"79,39",10,"39,695","833,595",02/07/2019,20:24:00,Dinheiro,"793,9","4,761904762","6,2"
325-90-8763,Palhoça,Membro,Feminino,Acessórios eletrônicos,"46,57",10,"23,285","488,985",27/01/2019,13:58:00,Dinheiro,"465,7","4,761904762","7,6"
729-46-7422,Palhoça,Normal,Masculino,Comidas e bebidas,"35,89",1,"1,7945","37,6845",23/02/2019,16:52:00,Cartão de crédito,"35,89","4,761904762","7,9"
639-76-1242,Palhoça,Normal,Masculino,Comidas e bebidas,"40,52",5,"10,13","212,73",02/03/2019,15:19:00,Dinheiro,"202,6","4,761904762","4,5"
234-03-4040,São José,Membro,Feminino,Comidas e bebidas,"73,05",10,"36,525","767,025",03/03/2019,12:25:00,Cartão de crédito,"730,5","4,761904762","8,7"
326-71-2155,Palhoça,Normal,Feminino,Esportes e viagem,"73,95",4,"14,79","310,59",02/03/2019,10:02:00,Dinheiro,"295,8","4,761904762","6,1"
320-32-8842,Palhoça,Membro,Feminino,Comidas e bebidas,"22,62",1,"1,131","23,751",17/03/2019,18:58:00,Dinheiro,"22,62","4,761904762","6,4"
470-32-9057,Florianópolis,Membro,Masculino,Comidas e bebidas,"51,34",5,"12,835","269,535",28/03/2019,15:31:00,Cartão de crédito,"256,7","4,761904762","9,1"
878-30-2331,Palhoça,Membro,Feminino,Esportes e viagem,"54,55",10,"27,275","572,775",03/02/2019,11:22:00,Cartão de crédito,"545,5","4,761904762","7,1"
440-59-5691,Palhoça,Membro,Feminino,Saúde e beleza,"37,15",7,"13,0025","273,0525",02/08/2019,13:12:00,Cartão de crédito,"260,05","4,761904762","7,7"
554-53-3790,São José,Normal,Masculino,Esportes e viagem,"37,02",6,"11,106","233,226",22/03/2019,18:33:00,Dinheiro,"222,12","4,761904762","4,5"
746-19-0921,Palhoça,Normal,Masculino,Comidas e bebidas,"21,58",1,"1,079","22,659",02/09/2019,10:02:00,Virtual,"21,58","4,761904762","7,2"
233-34-0817,Palhoça,Membro,Feminino,Acessórios eletrônicos,"98,84",1,"4,942","103,782",15/02/2019,11:21:00,Dinheiro,"98,84","4,761904762","8,4"
767-05-1286,Palhoça,Membro,Feminino,Casa e estilo,"83,77",6,"25,131","527,751",23/01/2019,12:10:00,Virtual,"502,62","4,761904762","5,4"
340-21-9136,Florianópolis,Membro,Feminino,Esportes e viagem,"40,05",4,"8,01","168,21",25/01/2019,11:40:00,Dinheiro,"160,2","4,761904762","9,7"
405-31-3305,Florianópolis,Membro,Masculino,Acessórios de moda,"43,13",10,"21,565","452,865",02/02/2019,18:31:00,Cartão de crédito,"431,3","4,761904762","5,5"
731-59-7531,São José,Membro,Masculino,Saúde e beleza,"72,57",8,"29,028","609,588",30/03/2019,17:58:00,Dinheiro,"580,56","4,761904762","4,6"
676-39-6028,Florianópolis,Membro,Feminino,Acessórios eletrônicos,"64,44",5,"16,11","338,31",30/03/2019,17:04:00,Dinheiro,"322,2","4,761904762","6,6"
502-05-1910,Florianópolis,Normal,Masculino,Saúde e beleza,"65,18",3,"9,777","205,317",25/02/2019,20:35:00,Cartão de crédito,"195,54","4,761904762","6,3"
485-30-8700,Florianópolis,Normal,Feminino,Esportes e viagem,"33,26",5,"8,315","174,615",18/03/2019,16:10:00,Cartão de crédito,"166,3","4,761904762","4,2"
598-47-9715,Palhoça,Normal,Masculino,Acessórios eletrônicos,"84,07",4,"16,814","353,094",03/07/2019,16:54:00,Virtual,"336,28","4,761904762","4,4"
701-69-8742,São José,Normal,Masculino,Esportes e viagem,"34,37",10,"17,185","360,885",16/03/2019,10:11:00,Virtual,"343,7","4,761904762","6,7"
575-67-1508,Florianópolis,Normal,Masculino,Acessórios eletrônicos,"38,6",1,"1,93","40,53",29/01/2019,11:26:00,Virtual,"38,6","4,761904762","6,7"
541-08-3113,Palhoça,Normal,Masculino,Comidas e bebidas,"65,97",8,"26,388","554,148",02/02/2019,20:29:00,Dinheiro,"527,76","4,761904762","8,4"
246-11-3901,Palhoça,Normal,Feminino,Acessórios eletrônicos,"32,8",10,"16,4","344,4",15/02/2019,12:12:00,Dinheiro,328,"4,761904762","6,2"
674-15-9296,Florianópolis,Normal,Masculino,Esportes e viagem,"37,14",5,"9,285","194,985",01/08/2019,13:05:00,Virtual,"185,7","4,761904762",5
305-18-3552,São José,Membro,Masculino,Casa e estilo,"60,38",10,"30,19","633,99",02/12/2019,16:19:00,Dinheiro,"603,8","4,761904762",6
493-65-6248,Palhoça,Membro,Feminino,Esportes e viagem,"36,98",10,"18,49","388,29",01/01/2019,19:48:00,Cartão de crédito,"369,8","4,761904762",7
438-01-4015,São José,Membro,Feminino,Esportes e viagem,"49,49",4,"9,898","207,858",21/03/2019,15:25:00,Virtual,"197,96","4,761904762","6,6"
709-58-4068,São José,Normal,Feminino,Acessórios de moda,"41,09",10,"20,545","431,445",28/02/2019,14:42:00,Dinheiro,"410,9","4,761904762","7,3"
795-49-7276,Florianópolis,Normal,Masculino,Acessórios de moda,"37,15",4,"7,43","156,03",23/03/2019,18:59:00,Virtual,"148,6","4,761904762","8,3"
556-72-8512,Palhoça,Normal,Masculino,Casa e estilo,"22,96",1,"1,148","24,108",30/01/2019,20:47:00,Dinheiro,"22,96","4,761904762","4,3"
627-95-3243,São José,Membro,Feminino,Casa e estilo,"77,68",9,"34,956","734,076",02/04/2019,13:21:00,Virtual,"699,12","4,761904762","9,8"
686-41-0932,São José,Normal,Feminino,Acessórios de moda,"34,7",2,"3,47","72,87",13/03/2019,19:48:00,Virtual,"69,4","4,761904762","8,2"
510-09-5628,Florianópolis,Membro,Feminino,Acessórios de moda,"19,66",10,"9,83","206,43",15/03/2019,18:20:00,Cartão de crédito,"196,6","4,761904762","7,2"
608-04-3797,São José,Membro,Feminino,Saúde e beleza,"25,32",8,"10,128","212,688",03/05/2019,20:24:00,Virtual,"202,56","4,761904762","8,7"
148-82-2527,Palhoça,Membro,Feminino,Casa e estilo,"12,12",10,"6,06","127,26",03/05/2019,13:44:00,Cartão de crédito,"121,2","4,761904762","8,4"
437-53-3084,São José,Normal,Masculino,Acessórios de moda,"99,89",2,"9,989","209,769",26/02/2019,11:48:00,Virtual,"199,78","4,761904762","7,1"
632-32-4574,São José,Normal,Masculino,Esportes e viagem,"75,92",8,"30,368","637,728",20/03/2019,14:14:00,Dinheiro,"607,36","4,761904762","5,5"
556-97-7101,Palhoça,Normal,Feminino,Acessórios eletrônicos,"63,22",2,"6,322","132,762",01/01/2019,15:51:00,Dinheiro,"126,44","4,761904762","8,5"
862-59-8517,Palhoça,Normal,Feminino,Comidas e bebidas,"90,24",6,"27,072","568,512",27/01/2019,11:17:00,Dinheiro,"541,44","4,761904762","6,2"
401-18-8016,São José,Membro,Feminino,Esportes e viagem,"98,13",1,"4,9065","103,0365",21/01/2019,17:36:00,Dinheiro,"98,13","4,761904762","8,9"
420-18-8989,Florianópolis,Membro,Feminino,Esportes e viagem,"51,52",8,"20,608","432,768",02/02/2019,15:47:00,Dinheiro,"412,16","4,761904762","9,6"
